Fecha,TMAX,TMIN,Prec,Fuente,TipoDato,CalidadDato,Emision
2026-05-04,20.9,7.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-05,25.1,13.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-06,31.4,20.2,21.25,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-07,20.0,12.1,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-08,14.9,6.6,2.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-09,12.2,5.9,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-10,15.8,3.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-11,18.2,2.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-12,24.9,4.9,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-13,16.7,7.1,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-14,17.9,9.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-15,19.4,5.3,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-16,16.6,8.2,0.9,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-17,13.0,6.0,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-18,15.9,2.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-19,18.9,2.4,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-20,17.7,4.3,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-21,13.0,4.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-22,14.6,-0.1,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-23,14.9,3.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-24,14.7,5.4,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-25,16.7,6.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-26,18.6,3.8,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-27,13.4,7.1,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-28,17.0,9.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-29,17.9,10.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-05-30,19.0,2.8,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-05-31,21.5,2.9,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-06-01,19.8,11.8,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-06-02,16.6,8.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-06-03,18.4,10.0,0.6,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-06-04,22.7,13.9,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-06-05,20.6,12.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-06-06,18.1,13.7,0.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-06-07,16.7,13.5,6.0,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-06-08,15.2,11.7,5.5,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
2026-06-09,13.7,8.5,0.0,ECMWF_IFS_HISTORICO,Provisional,Provisional_hasta_reemplazo_SIGA,2026-07-30T20:19:07+00:00
2026-06-10,15.7,10.3,0.7,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-06-11,17.5,9.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:19-03:00
2026-06-12,16.5,3.9,0.25,SIGA_INTA_SAN_PEDRO_A872890,Observado,Observado_estacion,2026-07-30T12:12:38+00:00
